Make,Model,Software,HostComputer,LensSpecification,LensMake,LensModel
Canon,Canon EOS 20D,,,,,
Canon,Canon EOS 250D,,,18-55mm f/0,,EF-S18-55mm f/4-5.6 IS STM
Canon,Canon EOS 300D DIGITAL,,,,,
Canon,Canon EOS 30D,,,,,EF24-70mm f/2.8L USM
Canon,Canon EOS 350D DIGITAL,,,,,
Canon,Canon EOS 4000D,,,18-135mm f/?,,EF-S18-135mm f/3.5-5.6 IS USM
Canon,Canon EOS 400D DIGITAL,,,,,EF70-200mm f/4L IS USM
Canon,Canon EOS 40D,,,,,EF24-70mm f/2.8L USM
Canon,Canon EOS 450D,,,,,17-70mm
Canon,Canon EOS 500D,,,,,EF-S18-55mm f/3.5-5.6 IS
Canon,Canon EOS 50D,,,,,EF50mm f/1.2L USM
Canon,Canon EOS 550D,,,,,EF-S18-55mm f/3.5-5.6 IS
Canon,Canon EOS 5D,,,,,EF24-70mm f/2.8L USM
Canon,Canon EOS 5D Mark II,,,,,EF24-105mm f/4L IS USM
Canon,Canon EOS 5D Mark III,,,70mm f/0,,EF50mm f/2.5 Compact Macro +LSC
Canon,Canon EOS 5D Mark IV,,,70-200mm f/0,,EF70-200mm f/2.8L IS II USM
Canon,Canon EOS 5DS,,,24-70mm f/0,,EF24-70mm f/2.8L II USM
Canon,Canon EOS 5DS R,,,500mm f/0,,EF500mm f/4L IS II USM
Canon,Canon EOS 600D,,,18-55mm f/?,,EF-S18-55mm f/3.5-5.6 IS II
Canon,Canon EOS 60D,,,50mm f/22-80,,EF50mm f/1.8 II
Canon,Canon EOS 650D,,,40mm f/0,,EF40mm f/2.8 STM
Canon,Canon EOS 6D,,,50mm f/0,,EF50mm f/1.8 II
Canon,Canon EOS 6D Mark II,,,24-70mm f/0,,EF24-70mm f/2.8L II USM
Canon,Canon EOS 700D,,,18-55mm f/0,,EF-S18-55mm f/3.5-5.6 IS STM
Canon,Canon EOS 70D,,,10-22mm f/0,,EF-S10-22mm f/3.5-4.5 USM
Canon,Canon EOS 750D,,,60mm f/0,,EF-S60mm f/2.8 Macro USM
Canon,Canon EOS 760D,,,18-135mm f/0,,EF-S18-135mm f/3.5-5.6 IS STM
Canon,Canon EOS 77D,,,18-55mm f/0,,EF-S18-55mm f/4-5.6 IS STM
Canon,Canon EOS 7D,,,,,EF50mm f/2.5 Compact Macro +LSC
Canon,Canon EOS 7D Mark II,,,18-135mm f/0,,EF-S18-135mm f/3.5-5.6 IS STM
Canon,Canon EOS 8000D,,,18-135mm f/0,,EF-S18-135mm f/3.5-5.6 IS STM
Canon,Canon EOS 800D,,,18-55mm f/0,,EF-S18-55mm f/4-5.6 IS STM
Canon,Canon EOS 80D,,,70mm f/0,,EF50mm f/2.5 Compact Macro +LSC
Canon,Canon EOS 850D,,,18-55mm f/0,,EF-S18-55mm f/3.5-5.6 IS STM
Canon,Canon EOS 9000D,,,18-55mm f/0,,EF-S18-55mm f/4-5.6 IS STM
Canon,Canon EOS 90D,,,17-55mm f/0,,EF-S17-55mm f/2.8 IS USM
Canon,Canon FS10,,,,,
Canon,Canon FS100,,,,,
Canon,Canon FS11,,,,,
Canon,Canon FS300,,,,,
Canon,Canon FS31,,,,,
Canon,Canon FV M1,,,,,
Canon,Canon FV M10,,,,,
Canon,Canon FV M100,,,,,
Canon,Canon FV M20,,,,,
Canon,Canon FV M200,,,,,
Canon,Canon FV M30,,,,,
Canon,Canon FV40,,,,,
Canon,Canon HF10,,,,,
Canon,Canon HF100,,,,,
Canon,Canon HF11,,,,,
Canon,Canon HG10,,,,,
Canon,Canon HG20,ACD Systems Digital Imaging,,,,
Canon,Canon HG21,,,,,
Canon,Canon HR10,,,,,
Canon,Canon HV10,,,,,
Canon,Canon HV20,,,,,
Canon,Canon HV30,,,,,
Canon,Canon IXUS 1000HS,,,,,
Canon,Canon IXUS 105,,,,,
Canon,Canon IXUS 1100 HS,,,,,
Canon,Canon IXUS 115 HS,Microsoft Windows Photo Gallery 6.0.6001.18000,,,,
Canon,Canon IXUS 125 HS,,,,,
Canon,Canon IXUS 130,,,,,
Canon,Canon IXUS 132,Picasa,,,,
Canon,Canon IXUS 135,,,,,
Canon,Canon IXUS 140,,,,,
Canon,Canon IXUS 145,,,,,
Canon,Canon IXUS 150,,,,,
Canon,Canon IXUS 155,,,,,
Canon,Canon IXUS 160,,,,,
Canon,Canon IXUS 165,,,,,
Canon,Canon IXUS 170,,,,,
Canon,Canon IXUS 175,,,,,
Canon,Canon IXUS 185,,,,,
Canon,Canon IXUS 210,,,,,
Canon,Canon IXUS 220 HS,,,,,
Canon,Canon IXUS 230 HS,,,,,
Canon,Canon IXUS 240 HS,,,,,
Canon,Canon IXUS 245 HS,,,,,
Canon,Canon IXUS 255 HS,,,,,
Canon,Canon IXUS 265 HS,,,,,
Canon,Canon IXUS 275 HS,,,4.5-54mm f/?,,4.5-54.0 mm
Canon,Canon IXUS 300 HS,,,,,
Canon,Canon IXUS 310 HS,,,,,
Canon,Canon IXUS 500 HS,,,,,
Canon,Canon IXUS 510 HS,,,,,
Canon,Canon IXY DIGITAL,,,,,
Canon,Canon IXY DIGITAL L,,,,,
Canon,Canon IXY DIGITAL L2,,,,,
Canon,Canon IXY DIGITAL L3,,,,,
Canon,Canon IXY DIGITAL L4,,,,,
Canon,Canon IXY DIGITAL WIRELESS,,,,,
Canon,Canon IXY DIGITAL 10,,,,,
Canon,Canon IXY DIGITAL 1000,,,,,
Canon,Canon IXY DIGITAL 110 IS,,,,,
Canon,Canon IXY DIGITAL 200,,,,,
Canon,Canon IXY DIGITAL 2000 IS,,,,,
Canon,Canon IXY DIGITAL 200a,,,,,
Canon,Canon IXY DIGITAL 20 IS,,,,,
Canon,Canon IXY DIGITAL 210 IS,,,,,
Canon,Canon IXY DIGITAL 220 IS,,,,,
Canon,Canon IXY DIGITAL 25 IS,,,,,
Canon,Canon IXY DIGITAL 30,,,,,
Canon,Canon IXY DIGITAL 300,,,,,
Canon,Canon IXY DIGITAL 3000 IS,,,,,
Canon,Canon IXY DIGITAL 300a,,,,,
Canon,Canon IXY DIGITAL 30a,,,,,
Canon,Canon IXY DIGITAL 320,,,,,
Canon,Canon IXY DIGITAL 40,,,,,
Canon,Canon IXY DIGITAL 400,,,,,
Canon,Canon IXY DIGITAL 450,,,,,
Canon,Canon IXY DIGITAL 50,,,,,
Canon,Canon IXY DIGITAL 500,,,,,
Canon,Canon IXY DIGITAL 510 IS,,,,,
Canon,Canon IXY DIGITAL 55,,,,,
Canon,Canon IXY DIGITAL 60,,,,,
Canon,Canon IXY DIGITAL 600,,,,,
Canon,Canon IXY DIGITAL 70,,,,,
Canon,Canon IXY DIGITAL 700,,,,,
Canon,Canon IXY DIGITAL 80,,,,,
Canon,Canon IXY DIGITAL 800 IS,,,,,
Canon,Canon IXY DIGITAL 810 IS,,,,,
Canon,Canon IXY DIGITAL 820 IS,,,,,
Canon,Canon IXY DIGITAL 830 IS,Digital Photo Professional,,,,
Canon,Canon IXY DIGITAL 90,,,,,
Canon,Canon IXY DIGITAL 900 IS,,,,,
Canon,Canon IXY DIGITAL 910 IS,,,,,
Canon,Canon IXY DIGITAL 920 IS,,,,,
Canon,Canon IXY DIGITAL 930 IS,,,,,
Canon,Canon IXY DIGITAL 95 IS,,,,,
Canon,Canon IXY DV M,,,,,
Canon,Canon IXY DV M2,,,,,
Canon,Canon IXY DV M3,,,,,
Canon,Canon IXY DV M5,,,,,
Canon,Canon IXY DV 3,,,,,
Canon,Canon IXY DV 5,,,,,
Canon,Canon IXY 1,,,,,
Canon,Canon IXY 100F,,,,,
Canon,Canon IXY 10S,,,,,
Canon,Canon IXY 110F,,,,,
Canon,Canon IXY 120,,,,,
Canon,Canon IXY 130,,,,,
Canon,Canon IXY 140,,,,,
Canon,Canon IXY 180,,,,,
Canon,Canon IXY 190,,,,,
Canon,Canon IXY 200F,,,,,
Canon,Canon IXY 210F,,,,,
Canon,Canon IXY 220F,,,,,
Canon,Canon IXY 3,,,,,
Canon,Canon IXY 30S,,,,,
Canon,Canon IXY 31S,,,,,
Canon,Canon IXY 32S,,,,,
Canon,Canon IXY 400F,,,,,
Canon,Canon IXY 410F,,,,,
Canon,Canon IXY 420F,,,,,
Canon,Canon IXY 430F,,,,,
Canon,Canon IXY 50S,,,6.3-63mm f/3.4-5.6,,
Canon,Canon IXY 51S,,,,,
Canon,Canon IXY 600F,,,,,
Canon,Canon IXY 610F,,,,,
Canon,Canon IXY 620F,,,,,
Canon,Canon IXY 630,,,,,
Canon,Canon IXY 640,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
Canon,Canon IXY 650,,,4.5-54mm f/?,,
Canon,Canon IXY 90F,,,,,
Canon,Canon LEGRIA FS19,,,,,
Canon,Canon LEGRIA FS20,,,,,
Canon,Canon LEGRIA FS200,,,,,
Canon,Canon LEGRIA FS21,,,,,
Canon,Canon LEGRIA FS22,,,,,
Canon,Canon LEGRIA FS305,,,,,
Canon,Canon LEGRIA FS306,,,,,
Canon,Canon LEGRIA FS307,,,,,
Canon,Canon LEGRIA FS36,,,,,
Canon,Canon LEGRIA FS37,,,,,
Canon,Canon LEGRIA HF G25,,,,,
Canon,Canon LEGRIA HF M306,,,,,
Canon,Canon LEGRIA HF M31,,,,,
Canon,Canon LEGRIA HF M36,,,,,
Canon,Canon LEGRIA HF R106,,,,,
Canon,Canon LEGRIA HF R16,,,,,
Canon,Canon LEGRIA HF R17,,,,,
Canon,Canon LEGRIA HF R18,,,,,
Canon,Canon LEGRIA HF S10,,,,,
Canon,Canon LEGRIA HF S100,,,,,
Canon,Canon LEGRIA HF S11,,,,,
Canon,Canon LEGRIA HF S20,,,,,
Canon,Canon LEGRIA HF S200,,,,,
Canon,Canon LEGRIA HF S21,,,,,
Canon,Canon LEGRIA HF20,,,,,
Canon,Canon LEGRIA HF200,,,,,
Canon,Canon LEGRIA HF21,,,,,
Canon,Canon LEGRIA HV40,,,,,
Canon,LiDE 20,Программа цифровой обработки изображений компании ACD Systems,,,,
Canon,LiDE 30,,,,,
Canon,LiDE 35,,,,,
Canon,LiDE 80,,,,,
Canon,Canon MD130,,,,,
Canon,Canon MD140,,,,,
Canon,Canon MD150,,,,,
Canon,Canon MD160,,,,,
Canon,Canon MD255,,,,,
Canon,Canon MF3110,ACD Systems Digital Imaging,,,,
Canon,Canon MF3200 Series,MF Toolbox 4.9.1.1,,,,
Canon,Canon MF4010 Series,MF Toolbox 4.9.1.1,,,,
Canon,Canon MF4100 Series,MF Toolbox 4.9.1.1,,,,
Canon,Canon MF4200 Series,ACD Systems Digital Imaging,,,,
Canon,Canon MF4600 Series,MF Toolbox 4.9.1.1,,,,
Canon,Canon MF5770,MF Toolbox 4.9.1.1,,,,
Canon,Canon MF6500 Series,MF Toolbox 4.9.1.1,,,,
Canon Inc.,Canon MP150,Adobe Photoshop Album Starter Edition 3.2,,,,
Canon,MP210 series,MP Navigator EX 1.0,,,,
Canon,MP220,,,,,
Canon,MP220 series,MP Navigator EX 1.0,,,,
Canon,MP240 series,MP Navigator EX 2.0,,,,
Canon,MP480 series,MP Navigator EX 2.0,,,,
Canon,MP520 series,MP Navigator EX 1.0,,,,
Canon Inc.,Canon MP530,Adobe Photoshop Elements 5.0,,,,
Canon,MP540 series,MP Navigator EX 2.0,,,,
Canon,Canon MP610 series,QuickTime 7.0,Mac OS X 10.4.9,,,
Canon,MP980 series,MP Navigator EX 2.0,,,,
Canon,Canon MV5i MC,,,,,
Canon,Canon MV630i,,,,,
Canon,Canon MV650i,,,,,
Canon,Canon MV6i MC,,,,,
Canon,Canon MV730i,,,,,
Canon,Canon MV750i,,,,,
Canon,Canon MV830(i),,,,,
Canon,Canon MV850i,,,,,
Canon,Canon MV880X(i),,,,,
Canon,Canon MV930,,,,,
Canon,Canon MV940,,,,,
Canon,Canon MV950,,,,,
Canon,Canon MV960,,,,,
Canon,Canon MVX100i,,,,,
Canon,Canon MVX10i,,,,,
Canon,Canon MVX150i,,,,,
Canon,Canon MVX1S,,,,,
Canon,Canon MVX200(i),,,,,
Canon,Canon MVX20i,,,,,
Canon,Canon MVX250i,,,,,
Canon,Canon MVX25i,,,,,
Canon,Canon MVX2i,,,,,
Canon,Canon MVX300,Adobe Photoshop Album Starter Edition 3.2,,,,
Canon,Canon MVX30i,,,,,
Canon,Canon MVX330i,,,,,
Canon,Canon MVX350i,,,,,
Canon,Canon MVX35i,,,,,
Canon,Canon MVX3i,,,,,
Canon,Canon MVX40,,,,,
Canon,Canon MVX450,,,,,
Canon,Canon MVX45i,,,,,
Canon,Canon MVX460,,,,,
Canon,Canon MVX4i,,,,,
Canon,Canon MX310 series,QuickTime 7.6,Mac OS X 10.5.6,,,
Canon,MX330 series,MP Navigator EX 2.1,,,,
Canon,MX700 series,MP Navigator EX 1.0,,,,
Canon,MX850 series,MP Navigator EX 1.1,,,,
Canon,Canon OPTURA S1,,,,,
Canon,Canon OPTURA Xi,,,,,
Canon,Canon OPTURA10,,,,,
Canon,Canon OPTURA20,,,,,
Canon,Canon OPTURA200 MC,,,,,
Canon,Canon OPTURA30,,,,,
Canon,Canon OPTURA300,,,,,
Canon,Canon OPTURA40,,,,,
Canon,Canon OPTURA400,,,,,
Canon,Canon OPTURA50,,,,,
Canon,Canon OPTURA60,,,,,
Canon,Canon OPTURA600,,,,,
"Canon ",Inc.,,,,,
Canon,Canon PowerShot A10,,,,,
Canon,Canon PowerShot A100,,,,,
Canon,Canon PowerShot A1000 IS,,,,,
Canon,Canon PowerShot A1100 IS,,,,,
Canon,Canon PowerShot A1200,,,,,
Canon,Canon PowerShot A1300,,,,,
Canon,Canon PowerShot A1400,,,,,
Canon,Canon PowerShot A20,,,,,
Canon,Canon PowerShot A200,,,,,
Canon,Canon PowerShot A2000 IS,,,,,
Canon,Canon PowerShot A2100 IS,,,,,
Canon,Canon PowerShot A2200,,,,,
Canon,Canon PowerShot A2300,,,,,
Canon,Canon PowerShot A2400 IS,,,,,
Canon,Canon PowerShot A2500,,,,,
Canon,Canon PowerShot A2600,,,,,
Canon,Canon PowerShot A30,,,,,
Canon,Canon PowerShot A300,,,,,
Canon,Canon PowerShot A3000 IS,,,,,
Canon,Canon PowerShot A310,,,,,
Canon,Canon PowerShot A3100 IS,,,,,
Canon,Canon PowerShot A3150 IS,,,,,
Canon,Canon PowerShot A3200 IS,,,,,
Canon,Canon PowerShot A3300 IS,,,,,
Canon,Canon PowerShot A3400IS,,,,,
Canon,Canon PowerShot A3500 IS,,,,,
Canon,Canon PowerShot A40,,,,,
Canon,Canon PowerShot A400,,,,,
Canon,Canon PowerShot A4000 IS,,,,,
Canon,Canon PowerShot A410,,,,,
Canon,Canon PowerShot A420,,,,,
Canon,Canon PowerShot A430,,,,,
Canon,Canon PowerShot A450,,,,,
Canon,Canon PowerShot A460,,,,,
Canon,Canon PowerShot A470,,,,,
Canon,Canon PowerShot A480,,,,,
Canon,Canon PowerShot A490,,,,,
Canon,Canon PowerShot A495,,,,,
Canon,Canon PowerShot A5,,,,,
Canon,Canon PowerShot A50,,,,,
Canon,Canon PowerShot A510,,,,,
Canon,Canon PowerShot A520,,,,,
Canon,Canon PowerShot A530,,,,,
Canon,Canon PowerShot A540,,,,,
Canon,Canon PowerShot A550,,,,,
Canon,Canon PowerShot A560,,,,,
Canon,Canon PowerShot A570 IS,,,,,
Canon,Canon PowerShot A580,,,,,
Canon,Canon PowerShot A590 IS,,,,,
Canon,Canon PowerShot A60,,,,,
Canon,Canon PowerShot A610,,,,,
Canon,Canon PowerShot A620,,,,,
Canon,Canon PowerShot A630,,,,,
Canon,Canon PowerShot A640,,,,,
Canon,Canon PowerShot A650 IS,,,,,
Canon,Canon PowerShot A70,,,,,
Canon,Canon PowerShot A700,,,,,
Canon,Canon PowerShot A710 IS,,,,,
Canon,Canon PowerShot A720 IS,,,,,
Canon,Canon PowerShot A75,,,,,
Canon,Canon PowerShot A80,,,,,
Canon,Canon PowerShot A800,,,,,
Canon,Canon PowerShot A810,,,,,
Canon,Canon PowerShot A85,,,,,
Canon,Canon PowerShot A95,,,,,
Canon,Canon PowerShot D10,,,,,
Canon,Canon PowerShot D20,,,,,
Canon,Canon PowerShot D30,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
Canon,Canon PowerShot E1,,,,,
Canon,Canon PowerShot ELPH 100 HS,,,,,
Canon,Canon PowerShot ELPH 110 HS,,,,,
Canon,Canon PowerShot ELPH 115 IS,,,,,
Canon,Canon PowerShot ELPH 120 IS,,,,,
Canon,Canon PowerShot ELPH 130 IS,,,,,
Canon,Canon PowerShot ELPH 135,,,,,
Canon,Canon PowerShot ELPH 140 IS,,,,,
Canon,Canon PowerShot ELPH 150 IS,,,,,
Canon,Canon PowerShot ELPH 160,,,,,
Canon,Canon PowerShot ELPH 170 IS,,,,,
Canon,Canon PowerShot ELPH 190 IS,,,,,
Canon,Canon PowerShot ELPH 300 HS,,,,,
Canon,Canon PowerShot ELPH 310 HS,,,,,
Canon,Canon PowerShot ELPH 320 HS,,,,,
Canon,Canon PowerShot ELPH 330 HS,,,,,
Canon,Canon PowerShot ELPH 340 HS,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
Canon,Canon PowerShot ELPH 350 HS,,,,,
Canon,Canon PowerShot ELPH 360 HS,,,,,
Canon,Canon PowerShot ELPH 500 HS,,,,,
Canon,Canon PowerShot ELPH 510 HS,,,,,
Canon,Canon PowerShot ELPH 520 HS,,,,,
Canon,Canon PowerShot ELPH 530 HS,,,,,
Canon,Canon PowerShot G1,,,,,
Canon,Canon PowerShot G10,,,,,
Canon,Canon PowerShot G11,,,,,
Canon,Canon PowerShot G12,,,6.1-30.5mm f/2.8-4.5,,
Canon,Canon PowerShot G15,,,6.1-30.5mm f/?,,
Canon,Canon PowerShot G16,,,,,
Canon,Canon PowerShot G1 X,,,,,
Canon,Canon PowerShot G1 X Mark II,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
Canon,Canon PowerShot G1 X Mark III,,,,,
Canon,Canon PowerShot G2,,,,,
Canon,Canon PowerShot G3,,,,,
Canon,Canon PowerShot G3 X,,,,,
Canon,Canon PowerShot G5,,,,,
Canon,Canon PowerShot G5 X,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
Canon,Canon PowerShot G5 X Mark II,,,8.8-44mm f/0,,
Canon,Canon PowerShot G6,,,,,
Canon,Canon PowerShot G7,,,,,
Canon,Canon PowerShot G7 X,,,,,
Canon,Canon PowerShot G7 X Mark II,,,,,
Canon,Canon PowerShot G7 X Mark III,,,8.8-36.8mm f/0,,
Canon,Canon PowerShot G9,,,,,
Canon,Canon PowerShot G9 X,,,,,
Canon,Canon PowerShot G9 X Mark II,,,,,
Canon,Canon PowerShot N,,,,,
Canon,Canon PowerShot N100,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
Canon,Canon PowerShot N2,,,,,
Canon,Canon PowerShot Pro1,,,,,
Canon,Canon PowerShot Pro70,,,,,
Canon,Canon PowerShot Pro90 IS,,,,,
Canon,Canon PowerShot S10,,,,,
Canon,Canon PowerShot S100,,,,,
Canon,Canon PowerShot S100,,,,,
Canon,Canon PowerShot S110,,,,,
Canon,Canon PowerShot S110,,,5.2-26mm f/?,,
Canon,Canon PowerShot S120,,,,,
Canon,Canon PowerShot S1 IS,,,,,
Canon,Canon PowerShot S20,,,,,
Canon,Canon PowerShot S200,,,,,
Canon,Canon PowerShot S200,QuickTime 7.7.1,Mac OS X 10.7.5,,,
Canon,Canon PowerShot S230,,,,,
Canon,Canon PowerShot S2 IS,,,,,
Canon,Canon PowerShot S30,,,,,
Canon,Canon PowerShot S300,,,,,
Canon,Canon PowerShot S330,,,,,
Canon,Canon PowerShot S3 IS,,,,,
Canon,Canon PowerShot S40,,,,,
Canon,Canon PowerShot S400,,,,,
Canon,Canon PowerShot S410,,,,,
Canon,Canon PowerShot S45,,,,,
Canon,Canon PowerShot S50,,,,,
Canon,Canon PowerShot S500,,,,,
Canon,Canon PowerShot S5 IS,,,,,
Canon,Canon PowerShot S60,,,,,
Canon,Canon PowerShot S70,,,,,
Canon,Canon PowerShot S80,,,,,
Canon,Canon PowerShot S90,,,,,
Canon,Canon PowerShot S95,,,,,
Canon,Canon PowerShot SD10,,,,,
Canon,Canon PowerShot SD100,,,,,
Canon,Canon PowerShot SD1000,,,,,
Canon,Canon PowerShot SD110,,,,,
Canon,Canon PowerShot SD1100 IS,,,,,
Canon,Canon PowerShot SD1200 IS,,,,,
Canon,Canon PowerShot SD1300 IS,,,,,
Canon,Canon PowerShot SD1400 IS,,,,,
Canon,Canon PowerShot SD20,,,,,
Canon,Canon PowerShot SD200,,,,,
Canon,Canon PowerShot SD30,,,,,
Canon,Canon PowerShot SD300,,,,,
Canon,Canon PowerShot SD3500 IS,,,,,
Canon,Canon PowerShot SD40,,,,,
Canon,Canon PowerShot SD400,,,,,
Canon,Canon PowerShot SD4000 IS,,,,,
Canon,Canon PowerShot SD430 WIRELESS,,,,,
Canon,Canon PowerShot SD450,,,,,
Canon,Canon PowerShot SD4500 IS,,,,,
Canon,Canon PowerShot SD500,,,,,
Canon,Canon PowerShot SD550,,,,,
Canon,Canon PowerShot SD600,,,,,
Canon,Canon PowerShot SD630,,,,,
Canon,Canon PowerShot SD700 IS,,,,,
Canon,Canon PowerShot SD750,,,,,
Canon,Canon PowerShot SD770 IS,,,,,
Canon,Canon PowerShot SD780 IS,,,,,
Canon,Canon PowerShot SD790 IS,,,,,
Canon,Canon PowerShot SD800 IS,,,,,
Canon,Canon PowerShot SD850 IS,,,,,
Canon,Canon PowerShot SD870 IS,,,,,
Canon,Canon PowerShot SD880 IS,,,,,
Canon,Canon PowerShot SD890 IS,,,,,
Canon,Canon PowerShot SD900,,,,,
Canon,Canon PowerShot SD940 IS,,,,,
Canon,Canon PowerShot SD950 IS,,,,,
Canon,Canon PowerShot SD960 IS,,,,,
Canon,Canon PowerShot SD970 IS,,,,,
Canon,Canon PowerShot SD980 IS,,,,,
Canon,Canon PowerShot SD990 IS,,,,,
Canon,Canon PowerShot SX100 IS,,,,,
Canon,Canon PowerShot SX10 IS,,,,,
Canon,Canon PowerShot SX110 IS,,,,,
Canon,Canon PowerShot SX120 IS,,,,,
Canon,Canon PowerShot SX130 IS,,,5-60mm f/3.4-5.6,,
Canon,Canon PowerShot SX150 IS,,,,,
Canon,Canon PowerShot SX160 IS,,,,,
Canon,Canon PowerShot SX170 IS,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
Canon,Canon PowerShot SX1 IS,,,,,
Canon,Canon PowerShot SX200 IS,,,,,
Canon,Canon PowerShot SX20 IS,,,,,
Canon,Canon PowerShot SX210 IS,,,,,
Canon,Canon PowerShot SX220 HS,,,,,
Canon,Canon PowerShot SX230 HS,,,,,
Canon,Canon PowerShot SX240 HS,,,,,
Canon,Canon PowerShot SX260 HS,,,,,
Canon,Canon PowerShot SX270 HS,,,,,
Canon,Canon PowerShot SX280 HS,,,,,
Canon,Canon PowerShot SX30 IS,,,,,
Canon,Canon PowerShot SX400 IS,,,,,
Canon,Canon PowerShot SX40 HS,,,,,
Canon,Canon PowerShot SX410 IS,Microsoft Windows Photo Viewer 6.1.7600.16385,,4.3-172mm f/?,,
Canon,Canon PowerShot SX420 IS,,,,,
Canon,Canon PowerShot SX430 IS,,,,,
Canon,Canon PowerShot SX500 IS,,,,,
Canon,Canon PowerShot SX50 HS,,,,,
Canon,Canon PowerShot SX510 HS,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
Canon,Canon PowerShot SX520 HS,,,,,
Canon,Canon PowerShot SX530 HS,Microsoft Windows Photo Viewer 6.1.7600.16385,,4.3-215mm f/?,,
Canon,Canon PowerShot SX540 HS,,,4.3-215mm f/?,,
Canon,Canon PowerShot SX600 HS,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
Canon,Canon PowerShot SX60 HS,,,,,
Canon,Canon PowerShot SX610 HS,Microsoft Windows Photo Viewer 6.1.7600.16385,,4.5-81mm f/?,,
Canon,Canon PowerShot SX620 HS,Microsoft Windows Photo Viewer 6.1.7600.16385,,4.5-112.5mm f/?,,
Canon,Canon PowerShot SX700 HS,Microsoft Windows Photo Viewer 6.1.7600.16385,,,,
Canon,Canon PowerShot SX70 HS,,,3.8-247mm f/0,,
Canon,Canon PowerShot SX710 HS,,,4.5-135mm f/?,,
Canon,Canon PowerShot SX720 HS,Microsoft Windows Photo Viewer 6.1.7600.16385,,4.3-172mm f/?,,
Canon,Canon PowerShot SX730 HS,,,4.3-172mm f/?,,4.3-172.0 mm
Canon,Canon PowerShot SX740 HS,,,4.3-172mm f/0,,
Canon,Canon PowerShot TX1,,,,,
Canon,Canon PowerShot ZOOM,,,13.8-55.5mm f/0,,
Canon,Canon VIXIA HF M30,,,,,
Canon,Canon VIXIA HF R10,,,,,
Canon,Canon VIXIA HF R100,,,,,
Canon,Canon VIXIA HF R11,,,,,
Canon,Canon VIXIA HF S10,,,,,
Canon,Canon VIXIA HF S100,,,,,
Canon,Canon VIXIA HF S200,,,,,
Canon,Canon VIXIA HF10,,,,,
Canon,Canon VIXIA HF100,,,,,
Canon,Canon VIXIA HG21,,,,,
Canon,Canon XC10,,,,,
Canon,Canon XH A1,,,,,
Canon,Canon XH A1S,,,,,
Canon,Canon XL H1,,,,,
Canon,Canon ZR200,,,,,
Canon,Canon ZR300,,,,,
Canon,Canon ZR600,,,,,
Canon,Canon ZR65 MC,,,,,
Canon,Canon ZR70 MC,,,,,
Canon,Canon ZR85,,,,,
Canon,Canon ZR850,,,,,
Canon,Canon ZR90,,,,,
Canon,Canon ZR950,,,,,
"CASIO COMPUTER CO.,LTD.",EX-10,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-100,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-F1,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-FC100,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-FC150,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-FC200S,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-FH100,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-FH20,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-FH25,1.00,,,,
"CASIO COMPUTER CO., LTD.",EX-FR10,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-FR100,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-FS10,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-G1,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-H10,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-H15,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-H20G,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-H30,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-H5,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-H60,"              1.00",,,,
"CASIO COMPUTER CO.,LTD.",EX-JE10,"              1.00",,,,
"CASIO COMPUTER CO.,LTD.",EX-M1,1.01,,,,
"CASIO COMPUTER CO.,LTD.",EX-M2,1.00,,,,
"CASIO COMPUTER CO.,LTD",EX-M20,1.01,,,,
"CASIO COMPUTER CO.,LTD.",EX-N1,"              1.00",,,,
"CASIO COMPUTER CO.,LTD.",EX-N10,"              1.00",,,,
"CASIO COMPUTER CO.,LTD.",EX-N20,"              1.00",,,,
"CASIO COMPUTER CO.,LTD",EX-P505,1.00,,,,
"CASIO COMPUTER CO.,LTD",EX-P600,1.00,,,,
"CASIO COMPUTER CO.,LTD",EX-P700,1.00,,,,
"CASIO COMPUTER CO.,LTD.",EX-S1,1.10,,,,
"CASIO COMPUTER CO.,LTD.",EX-S10,1.00,,,,
